"traits_combination","k","treated_count","control_count","treated_ok","control_ok","treated_kept","control_kept","treated_prop","control_prop","treated_prop_kept","control_prop_kept","ATE","CI_lower","CI_upper","StdErr","p_value","ATE_pct","CI_lower_pct","CI_upper_pct","overlap_alpha","target_sample","n_total","n_kept","kept_pct"
"Clothes_No+Earring_No+Eyes_Bored",3,223,9031,223,9031,175,6911,0.0240976874864923,0.975902312513508,0.0246965848151284,0.975303415184872,-0.0302172264157954,-0.10851137238398,0.0480769195523888,0.0399459928409103,0.449378237334789,-2.97652499617672,-10.2831308187903,4.9251360165508,0.02,"overlap",9254,7086,76.5722930624595
"Earring_No+Eyes_Bored+Hat_No",3,250,9004,250,9004,235,8545,0.0270153447157986,0.972984655284201,0.0267653758542141,0.973234624145786,0.0033462452496171,-0.0838173536948076,0.0905098441940418,0.0444712239512371,0.940019637801682,0.335185017833073,-8.04007978461745,9.47322843456335,0.02,"overlap",9254,8780,94.8778906418846
"Earring_No+Eyes_Bored+Mouth_Bored",3,290,8964,290,8964,20,337,0.0313377998703263,0.968662200129674,0.0560224089635854,0.943977591036415,-0.197050973538785,-0.37542732786616,-0.0186746192114099,0.0910083440445791,0.0303726187853075,-17.8851224613107,-31.3004356326266,-1.85013288968919,0.05,"overlap",9254,357,3.85779122541604
"Clothes_No+Earring_No+Hat_No",3,218,9036,218,9036,133,5286,0.0235573805921764,0.976442619407824,0.0245432736667282,0.975456726333272,0.454504861127173,0.317733427624496,0.59127629462985,0.069781343623815,7.35311811439487e-11,57.5393151499158,37.400993931059,80.6292306033626,0.02,"overlap",9254,5419,58.558461205965
"Clothes_No+Earring_No+Mouth_Bored",3,293,8961,293,8961,1,161,0.0316619840069159,0.968338015993084,0.00617283950617284,0.993827160493827,-0.483070279777873,-25.1740872753817,24.207946715826,12.5974576508183,0.969411298039461,-38.3113532793854,-99.9999999988331,3261201826429.83,0.05,"overlap",9254,162,1.75059433758375
"Earring_No+Hat_No+Mouth_Bored",3,332,8922,332,8922,24,504,0.0358763777825805,0.96412362221742,0.0454545454545455,0.954545454545455,-0.170810159357898,-0.281040279191161,-0.0605800395246344,0.0562398570577873,0.00238808579744387,-15.7018409551312,-24.5002075837973,-5.87815686723712,0.05,"overlap",9254,528,5.70564080397666
"Background_Gray+Earring_No+Hat_No+Mouth_Bored",4,48,9206,48,9206,48,9206,0.00518694618543333,0.994813053814567,0.00518694618543333,0.994813053814567,-0.0733771184159596,-0.335135975369954,0.188381738538035,0.133550437221426,0.582707813439614,-7.07496734718854,-28.4759175395623,20.7294298155088,0,"overlap",9254,9254,100
"Earring_No+Fur_Dark.Brown+Hat_No+Mouth_Bored",4,48,9206,48,9206,48,9206,0.00518694618543333,0.994813053814567,0.00518694618543333,0.994813053814567,-0.213014649299539,-0.293337665117356,-0.132691633481723,0.0409811305192941,2.0158342217691e-07,-19.1855701618125,-25.4229722431378,-12.4264902140675,0,"overlap",9254,9254,100
"Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored",4,65,9189,65,9189,65,9189,0.00702398962610763,0.992976010373892,0.00702398962610763,0.992976010373892,-0.0607707661057803,-0.190893603476646,0.069352071265085,0.0663892027402374,0.359996777120707,-5.89610669278015,-17.377950953743,7.18134974622489,0,"overlap",9254,9254,100
"Earring_No+Eyes_Bored+Hat_No+Mouth_Bored",4,61,9193,61,9193,61,9193,0.00659174411065485,0.993408255889345,0.00659174411065485,0.993408255889345,-0.094730663909715,-0.248032867781609,0.058571539962179,0.0782154101387215,0.225837578959238,-9.03821055941928,-21.9665705000655,6.03208382939882,0,"overlap",9254,9254,100
"Clothes_No+Earring_No+Hat_No+Mouth_Bored",4,52,9202,52,9202,52,9202,0.0056191917008861,0.994380808299114,0.0056191917008861,0.994380808299114,0.428054583589218,0.170124290610059,0.685984876568378,0.131597088254673,0.00114287420241621,53.4269824635902,18.5452182739209,98.5726568362262,0,"overlap",9254,9254,100
