"traits_combination","k","treated_count","control_count","treated_ok","control_ok","n_total","n_kept","kept_pct","treated_kept","control_kept","treated_prop","control_prop","treated_prop_kept","control_prop_kept","overlap_alpha","target_sample","ATE","CI_lower","CI_upper","StdErr","ATE_pct","CI_lower_pct","CI_upper_pct","p_value","q_value_bh"
"Background_Gray+Mouth_Bored",2,270,8984,270,8984,9254,8817,95.2777177436784,263,8554,0.0291765722930625,0.970823427706938,0.029828739934218,0.970171260065782,0.02,"overlap",-0.0659162598171649,-0.1361316443504,0.00429912471606998,0.0358241757822627,-6.37907406562856,-12.7272264749684,0.430837921005423,0.0657691537657672,0.24166525336306
"Background_Gray+Earring_No",2,766,8488,766,8488,9254,9254,100,766,8488,0.0827750162092068,0.917224983790793,0.0827750162092068,0.917224983790793,0.05,"overlap",-0.00412697909280817,-0.0509492824584462,0.0426953242728299,0.0238889302885908,-0.411847481760297,-4.96731324474058,4.36198807614254,0.862842465322213,0.964407112896873
"Background_Blue+Eyes_Bored",2,189,9065,189,9065,9254,4508,48.714069591528,92,4416,0.0204236006051437,0.979576399394856,0.0204081632653061,0.979591836734694,0.02,"overlap",-0.0184748355892151,-0.180575270188452,0.143625599010022,0.0827043033669575,-1.83052219483735,-16.521015645675,15.4451799704847,0.823236491343237,0.945322894869855
"Background_Blue+Clothes_No",2,209,9045,209,9045,9254,6575,71.0503566025503,140,6435,0.0225848281824076,0.977415171817592,0.0212927756653992,0.978707224334601,0.02,"overlap",-0.0335802020712551,-0.116972787768631,0.0498123836261212,0.0425472376007022,-3.30226454653498,-11.0390598909116,5.1073879206122,0.429968722079568,0.737881806923645
"Background_Blue+Hat_No",2,246,9008,246,9008,9254,8381,90.5662416252431,224,8157,0.0265830992003458,0.973416900799654,0.0267271208686314,0.973272879131369,0.02,"overlap",0.00486588478638909,-0.0694813506613742,0.0792131202341524,0.0379322629835527,0.48777424286055,-6.71224692287017,8.2434986287568,0.897928767020932,0.974393443129994
"Background_Blue+Mouth_Bored",2,259,8995,259,8995,9254,136,1.46963475253944,1,135,0.0279878971255673,0.972012102874433,0.00735294117647059,0.99264705882353,0.05,"overlap",-0.252814249622086,-2.48717270492633,1.98154420568216,1.13997880372666,-22.3387875577632,-91.6855290797805,625.39359098979,0.824492148909047,0.945322894869855
"Background_Blue+Earring_No",2,823,8431,823,8431,9254,9253,99.9891938621137,822,8431,0.0889345148044089,0.911065485195591,0.0888360531719442,0.911163946828056,0.05,"overlap",-0.00278376862057034,-0.048401116141721,0.0428335789005804,0.0232741568985463,-0.277989752961094,-4.72484536031332,4.37641760140666,0.904793911477852,0.974393443129994
"Eyes_Bored+Fur_Black",2,200,9054,200,9054,9254,5176,55.9325696995894,110,5066,0.0216122757726389,0.978387724227361,0.0212519319938176,0.978748068006182,0.02,"overlap",-0.0733865284228028,-0.22144709496368,0.0746740381180743,0.0755411053779985,-7.07584176826755,-19.8641683082662,7.75328589953044,0.331310260787918,0.662620521575837
"Clothes_No+Fur_Black",2,209,9045,209,9045,9254,6617,71.5042143937757,136,6481,0.0225848281824076,0.977415171817592,0.0205531207495844,0.979446879250416,0.02,"overlap",-0.11726606557131,-0.222370244111356,-0.0121618870312631,0.0536245808877789,-11.0651463344766,-19.9381114974434,-1.20882301876376,0.0287573561707717,0.121419948276592
"Fur_Black+Hat_No",2,277,8977,277,8977,9254,9127,98.6276204884374,274,8853,0.0299330019451048,0.970066998054895,0.0300208173551003,0.9699791826449,0.02,"overlap",-0.0151659369507227,-0.0934319149636962,0.0631000410622508,0.0399316214351906,-1.50515133065018,-8.91999728318773,6.5133390977314,0.704095608887058,0.875184261513819
"Fur_Black+Mouth_Bored",2,252,9002,252,9002,9254,8331,90.0259347309272,221,8110,0.027231467473525,0.972768532526475,0.0265274276797503,0.97347257232025,0.02,"overlap",-0.11217662124324,-0.177489884284724,-0.0468633582017556,0.0333230933885125,-10.6113635763851,-16.2630530115951,-4.57822252846602,0.000761747542450841,0.00653628536425561
"Earring_No+Fur_Black",2,795,8459,795,8459,9254,9254,100,795,8459,0.0859087961962395,0.91409120380376,0.0859087961962395,0.91409120380376,0.05,"overlap",-0.0850196313379791,-0.128701629481412,-0.041337633194546,0.0222867337466496,-8.15057470466444,-12.0763735407286,-4.04948855252959,0.000136288332941659,0.00157620419836875
"Background_New.Punk.Blue+Eyes_Bored",2,189,9065,189,9065,9254,3868,41.7981413442836,87,3781,0.0204236006051437,0.979576399394856,0.0224922440537746,0.977507755946225,0.02,"overlap",0.0699091235811737,-0.103113130082779,0.242931377245126,0.0882766600326288,7.2410719980075,-9.79750784449901,27.4981128398952,0.428400250096397,0.737881806923645
"Background_New.Punk.Blue+Clothes_No",2,241,9013,241,9013,9254,8493,91.7765290685109,220,8273,0.0260427923060298,0.97395720769397,0.0259036853879666,0.974096314612033,0.02,"overlap",0.032306102070363,-0.0546269488627571,0.119239153003483,0.0443535974148572,3.28336094287736,-5.31616988176774,12.6639325250803,0.466383365103084,0.751866515863153
"Background_New.Punk.Blue+Hat_No",2,273,8981,273,8981,9254,9086,98.1845688350983,264,8822,0.029500756429652,0.970499243570348,0.0290556900726392,0.970944309927361,0.02,"overlap",-0.0398456600594732,-0.110392252784682,0.030700932665736,0.0359931595536781,-3.90622612187956,-10.4517189229139,3.11770663906321,0.268279124554448,0.589770637450275
"Background_New.Punk.Blue+Mouth_Bored",2,261,8993,261,8993,9254,142,1.53447157985736,1,141,0.0282040198832937,0.971795980116706,0.00704225352112676,0.992957746478873,0.05,"overlap",-0.177366180424378,-13.1112484140104,12.7565160531616,6.59891950693163,-16.2526937872742,-99.9997977646072,34680334.5179126,0.97855698963805,0.985970300165611
"Background_New.Punk.Blue+Earring_No",2,808,8446,808,8446,9254,9253,99.9891938621137,807,8446,0.087313594121461,0.912686405878539,0.0872149573111423,0.912785042688858,0.05,"overlap",-0.0177342330067773,-0.0648926812965917,0.0294242152830371,0.0240604328009257,-1.75779069681504,-6.28319663609823,2.98613847608484,0.461079534021018,0.751866515863153
"Background_Army.Green+Mouth_Bored.Unshaven",2,197,9057,197,9057,9254,5422,58.590879619624,95,5327,0.0212880916360493,0.978711908363951,0.0175212098856511,0.982478790114349,0.02,"overlap",-0.00620065456348602,-0.121449258073343,0.109047948946371,0.0588003079131924,-0.61814701773758,-11.4364008914752,11.5215822483135,0.916016555600554,0.982501628184465
"Background_Army.Green+Clothes_No",2,205,9049,205,9049,9254,6076,65.6580937972768,140,5936,0.0221525826669548,0.977847417333045,0.0230414746543779,0.976958525345622,0.02,"overlap",-0.0514376908674196,-0.143927486385638,0.0410521046507985,0.0471886711827643,-5.01371667524392,-13.404946101398,4.19063922999066,0.275694108054003,0.591408328567458
"Background_Army.Green+Hat_No",2,261,8993,261,8993,9254,103,1.1130322022909,5,98,0.0282040198832937,0.971795980116706,0.0485436893203883,0.951456310679612,0.05,"overlap",-0.299736569224151,-0.514191705871654,-0.0852814325766478,0.109415886044645,-25.8986599292561,-40.201625392151,-8.17461785057775,0.00615468314067869,0.0348328875621389
"Background_Army.Green+Mouth_Bored",2,248,9006,248,9006,9254,166,1.79381888912903,4,162,0.0267992219580722,0.973200778041928,0.0240963855421687,0.975903614457831,0.05,"overlap",-0.330216808779994,-0.505225483196213,-0.155208134363774,0.0892901400082754,-28.1232118649967,-39.6630489598274,-14.376305339585,0.00021709534467429,0.00230989446733444
"Background_Army.Green+Earring_No",2,810,8444,810,8444,9254,9253,99.9891938621137,810,8443,0.0875297168791874,0.912470283120813,0.0875391764833027,0.912460823516697,0.05,"overlap",-0.0180296150564704,-0.0638248175766829,0.0277655874637421,0.0233648992450064,-1.78680539654369,-6.18306640863665,2.81546438333347,0.440319455866734,0.746018950704149
"Background_Aquamarine+Eyes_Bored",2,213,9041,213,9041,9254,5936,64.1452344931921,136,5800,0.0230170736978604,0.97698292630214,0.022911051212938,0.977088948787062,0.02,"overlap",-0.0662729175123508,-0.160913176945174,0.0283673419204727,0.0482858466493998,-6.41245873548989,-14.863401390597,2.87735266615445,0.169904018487377,0.447469989283587
"Background_Aquamarine+Clothes_No",2,218,9036,218,9036,9254,6394,69.0944456451264,169,6225,0.0235573805921764,0.976442619407824,0.0264310290897717,0.973568970910228,0.02,"overlap",-0.100571376973298,-0.177962326953002,-0.0231804269935933,0.0394851785610738,-9.56794375555311,-16.3026045746051,-2.29138248527256,0.0108632718470407,0.054521326628544
"Background_Aquamarine+Hat_No",2,244,9010,244,9010,9254,8520,92.0682947914415,214,8306,0.0263669764426194,0.973633023557381,0.0251173708920188,0.974882629107981,0.02,"overlap",-0.0263594336821274,-0.100717584837762,0.0479987174735069,0.0379378322222624,-2.60150563092467,-9.58116466685155,4.91693097361723,0.487176883793608,0.77136339933988
"Background_Aquamarine+Mouth_Bored",2,283,8971,283,8971,9254,128,1.38318564944889,6,122,0.030581370218284,0.969418629781716,0.046875,0.953125,0.05,"overlap",-0.386362188607785,-0.633400763259824,-0.139323613955745,0.126040089108183,-32.0475634879022,-46.9216341347781,-13.0053543913606,0.00217385404081893,0.0152169782857325
"Background_Aquamarine+Earring_No",2,813,8441,813,8441,9254,9254,100,813,8441,0.087853901015777,0.912146098984223,0.087853901015777,0.912146098984223,0.05,"overlap",-0.0706250116245267,-0.112956255751002,-0.0282937674980518,0.0215975735339157,-6.8188754993123,-10.6810268824554,-2.78972473422728,0.00107530829589719,0.00866763656692889
"Background_Yellow+Eyes_Bored",2,211,9043,211,9043,9254,6484,70.0669980548952,136,6348,0.022800950940134,0.977199049059866,0.0209747069710056,0.979025293028994,0.02,"overlap",0.00325740250998803,-0.112321449555972,0.118836254575948,0.0589688020744692,0.32627136107759,-10.6243086443469,12.6185495468051,0.955947723091829,0.985970300165611
"Background_Yellow+Clothes_No",2,211,9043,211,9043,9254,6505,70.2939269505079,141,6364,0.022800950940134,0.977199049059866,0.0216756341275942,0.978324365872406,0.02,"overlap",0.0056623956797861,-0.0844724692058838,0.095797260565456,0.0459871759620765,0.567845734372519,-8.10030442554575,10.053591934465,0.902004246664869,0.974393443129994
"Background_Yellow+Hat_No",2,274,8980,274,8980,9254,133,1.43721633888048,7,126,0.0296088178085152,0.970391182191485,0.0526315789473684,0.947368421052632,0.05,"overlap",-0.287086585686905,-0.512135000684908,-0.0620381706889017,0.11482061989694,-24.9553251923261,-40.078511203539,-6.01529885014901,0.0124086376875765,0.0600126840890063
"Background_Yellow+Mouth_Bored",2,269,8985,269,8985,9254,145,1.56688999351632,6,139,0.0290685109141993,0.970931489085801,0.0413793103448276,0.958620689655172,0.05,"overlap",-0.183554123582412,-1.0158583308278,0.648750083662971,0.424645003696624,-16.7693172908339,-63.790849788659,91.3148058930193,0.66555746261773,0.86988143164373
"Background_Yellow+Earring_No",2,838,8416,838,8416,9254,9254,100,838,8416,0.0905554354873568,0.909444564512643,0.0905554354873568,0.909444564512643,0.05,"overlap",-0.0249697031993925,-0.067820021944869,0.017880615546084,0.0218624075232023,-2.4660538754111,-6.5571364907529,1.80414308143304,0.253400144999514,0.571224055676871
"Background_Orange+Mouth_Bored.Unshaven",2,188,9066,188,9066,9254,3928,42.4465096174627,82,3846,0.0203155392262805,0.97968446077372,0.0208757637474542,0.979124236252546,0.02,"overlap",0.0635724987710097,-0.113180507492302,0.240325505034321,0.0901801052363835,6.56367403550215,-10.7010545720022,27.1663015673685,0.480841120847975,0.770504446660008
"Background_Orange+Eyes_Bored",2,215,9039,215,9039,9254,6793,73.4060946617679,136,6657,0.0232331964555868,0.976766803544413,0.0200206094509053,0.979979390549095,0.02,"overlap",0.0876699599863455,-0.0522675438544979,0.227607463827189,0.0713966856330834,9.16277817201236,-5.09250862880172,25.5592363265046,0.219474152072232,0.540556707881608
"Background_Orange+Clothes_No",2,222,9032,222,9032,9254,6884,74.389453209423,171,6713,0.0239896261076291,0.976010373892371,0.0248402091807089,0.975159790819291,0.02,"overlap",-0.0243692760530253,-0.100379399204044,0.0516408470979937,0.0387806750770505,-2.40747426183036,-9.55058114456195,5.2997487488299,0.529750383875715,0.791649450061462
"Background_Orange+Hat_No",2,250,9004,250,9004,9254,125,1.35076723578993,8,117,0.0270153447157986,0.972984655284201,0.064,0.936,0.05,"overlap",-0.26086209944559,-0.521528155789749,-0.000196043101430843,0.132992885889877,-22.961285089467,-40.6387278220719,-0.0196023886237739,0.0498237449283603,0.192074147115128
"Background_Orange+Mouth_Bored",2,273,8981,273,8981,9254,157,1.69656364815215,1,156,0.029500756429652,0.970499243570348,0.00636942675159236,0.993630573248408,0.05,"overlap",0.759382281563107,-52.5565950867621,54.0753596498883,27.2020292695537,113.695577572577,-100,3.05232169043694e+25,0.977728841378058,0.985970300165611
"Background_Orange+Earring_No",2,860,8394,860,8394,9254,9254,100,860,8394,0.0929327858223471,0.907067214177653,0.0929327858223471,0.907067214177653,0.05,"overlap",0.0325106435368586,-0.0150437136958756,0.0800650007695928,0.0242624271595583,3.30448883368042,-1.49311223394634,8.3357484456595,0.180258863721966,0.461046709135027
"Background_Purple+Mouth_Bored.Unshaven",2,212,9042,212,9042,9254,6149,66.4469418629782,147,6002,0.0229090123189972,0.977090987681003,0.0239063262319076,0.976093673768092,0.02,"overlap",-0.0895709479363941,-0.183640912010332,0.00449901613754411,0.0479948796295603,-8.56766065348866,-16.7765404374937,0.450915190527401,0.0620049286327709,0.232300155159395
"Background_Purple+Eyes_Bored",2,206,9048,206,9048,9254,5603,60.5467905770478,115,5488,0.022260644045818,0.977739355954182,0.020524718900589,0.979475281099411,0.02,"overlap",-0.0167703074571457,-0.137693729436418,0.104153114522127,0.0616956234588124,-1.66304686555159,-12.8634475507523,10.977036386642,0.785757895053296,0.933087500375788
"Background_Purple+Clothes_No",2,248,9006,248,9006,9254,8963,96.855413875081,236,8727,0.0267992219580722,0.973200778041928,0.0263304697088029,0.973669530291197,0.02,"overlap",0.0414685137086731,-0.033039479147322,0.115976506564668,0.0380142820693853,4.23403419031201,-3.24996372543074,12.2969489412267,0.275331550107545,0.591408328567458
"Background_Purple+Hat_No",2,276,8978,276,8978,9254,9242,99.8703263453642,274,8968,0.0298249405662416,0.970175059433758,0.029647262497295,0.970352737502705,0.02,"overlap",0.0424278053079496,-0.033319576286236,0.118175186902135,0.0386466232623396,4.33407299919231,-3.27705933890201,12.5441256665491,0.272274401896191,0.591408328567458
"Background_Purple+Mouth_Bored",2,264,8990,264,8990,9254,134,1.4480224767668,2,132,0.0285282040198833,0.971471795980117,0.0149253731343284,0.985074626865672,0.05,"overlap",-0.2401162343119,-0.637654559645605,0.157422091021805,0.202825676190666,-21.346356676797,-47.1469391550812,17.0489562783453,0.236470381261869,0.556928701126157
"Background_Purple+Earring_No",2,812,8442,812,8442,9254,9254,100,812,8442,0.0877458396369138,0.912254160363086,0.0877458396369138,0.912254160363086,0.05,"overlap",0.00676562454898026,-0.0419745217721555,0.055505770870116,0.0248674215924162,0.678856308875253,-4.11057888135498,5.7075117298026,0.785569892016752,0.933087500375788
"Fur_Dark.Brown+Mouth_Bored.Unshaven",2,198,9056,198,9056,9254,4545,49.1138966933218,94,4451,0.0213961530149125,0.978603846985088,0.0206820682068207,0.979317931793179,0.02,"overlap",0.0371378823184364,-0.114554884749188,0.188830649386061,0.0773942689120533,3.78361102222169,-10.8237007113244,20.7836387328042,0.631331829580152,0.853196063658935
"Eyes_Bored+Fur_Dark.Brown",2,224,9030,224,9030,9254,6609,71.4177652906851,170,6439,0.0242057488653555,0.975794251134644,0.0257224996217279,0.974277500378272,0.02,"overlap",0.0406488471044789,-0.0732394220054709,0.154537116214429,0.0581062597499744,4.14863203889297,-7.06217102276395,16.7117596240552,0.484201785824581,0.771243563049931
"Clothes_No+Fur_Dark.Brown",2,220,9034,220,9034,9254,115,1.24270585692673,5,110,0.0237735033499027,0.976226496650097,0.0434782608695652,0.956521739130435,0.05,"overlap",-0.138108493494565,-0.595422652849666,0.319205665860535,0.233323550691378,-12.8995811668785,-44.8670504365035,37.6034299084225,0.553905258612277,0.812234255943775
"Fur_Dark.Brown+Hat_No",2,296,8958,296,8958,9254,267,2.88523881564729,15,252,0.0319861681435055,0.968013831856494,0.0561797752808989,0.943820224719101,0.05,"overlap",-0.0112353179754118,-0.565719216415883,0.543248580465059,0.282899948183914,-1.11724375047572,-43.2048480226909,72.1590513114443,0.96832049351871,0.985970300165611
"Fur_Dark.Brown+Mouth_Bored",2,303,8951,303,8951,9254,307,3.31748433110007,16,291,0.0327425977955479,0.967257402204452,0.0521172638436482,0.947882736156352,0.05,"overlap",-0.0825795305292616,-0.469269435347748,0.304110374289225,0.197290767764534,-7.9261791852161,-37.4540960322313,35.5418651204021,0.675532145385493,0.86988143164373
"Earring_No+Fur_Dark.Brown",2,916,8338,916,8338,9254,9254,100,916,8338,0.098984223038686,0.901015776961314,0.098984223038686,0.901015776961314,0.05,"overlap",-0.0536868151243817,-0.0995772691075628,-0.00779636114120066,0.0234134969301944,-5.22711256225908,-9.477999837555,-0.776604834533412,0.0218488246178896,0.0985048703111634
"Fur_Brown+Mouth_Bored.Unshaven",2,210,9044,210,9044,9254,5981,64.6315106980765,128,5853,0.0226928895612708,0.977307110438729,0.0214011034943989,0.978598896505601,0.02,"overlap",-0.0791274444487467,-0.173865462085495,0.0156105731880014,0.0483357232840552,-7.60778318098542,-15.9590042944175,1.57330546911607,0.101622405886681,0.314320464719269
"Eyes_Bored+Fur_Brown",2,214,9040,214,9040,9254,6605,71.3745407391398,146,6459,0.0231251350767236,0.976874864923276,0.0221044663133989,0.977895533686601,0.02,"overlap",-0.0788744409310306,-0.163064752861608,0.00531587099954642,0.0429542407809066,-7.58440466782229,-15.0463823264955,0.533002531150606,0.0663216672763285,0.24166525336306
"Clothes_No+Fur_Brown",2,230,9024,230,9024,9254,7837,84.6877026150854,194,7643,0.0248541171385347,0.975145882861465,0.0247543702947556,0.975245629705244,0.02,"overlap",-0.0535678097828,-0.141498333372665,0.0343627138070649,0.0448625120356454,-5.21583341129057,-13.1943377689419,3.49599329134349,0.232460787811989,0.556928701126157
"Fur_Brown+Hat_No",2,300,8954,300,8954,9254,238,2.57186081694402,8,230,0.0324184136589583,0.967581586341042,0.0336134453781513,0.966386554621849,0.05,"overlap",-0.196725577756897,-0.458519267968951,0.0650681124551572,0.133568209291864,-17.858398278797,-36.7780900170826,6.72317136808818,0.140792212222305,0.390111754699304
"Fur_Brown+Mouth_Bored",2,276,8978,276,8978,9254,137,1.48044089042576,1,136,0.0298249405662416,0.970175059433758,0.0072992700729927,0.992700729927007,0.05,"overlap",-0.1790357407576,-8.30053712549325,7.94246564397805,4.14362315547737,-16.3923983127227,-99.9751616621773,281329.100038402,0.965536098976809,0.985970300165611
"Earring_No+Fur_Brown",2,909,8345,909,8345,9254,9254,100,909,8345,0.0982277933866436,0.901772206613356,0.0982277933866436,0.901772206613356,0.05,"overlap",-0.0614982222887836,-0.104820472339278,-0.0181759722382895,0.0221031888012725,-5.96453825831064,-9.95138297486241,-1.80117855109044,0.00539712078094445,0.0312094375593744
"Eyes_Bored+Mouth_Bored.Unshaven",2,239,9015,239,9015,9254,7930,85.6926734385131,210,7720,0.0258266695483034,0.974173330451697,0.0264817150063052,0.973518284993695,0.02,"overlap",-0.059144377364826,-0.141968232881724,0.0236794781520716,0.0422570691412743,-5.74293265372295,-13.2351181249228,2.39620630743465,0.16162332528268,0.429918045251929
"Clothes_No+Mouth_Bored.Unshaven",2,270,8984,270,8984,9254,9227,99.7082342770694,269,8958,0.0291765722930625,0.970823427706938,0.0291535710415086,0.970846428958491,0.02,"overlap",-0.0450604783308089,-0.11029908111151,0.0201781244498922,0.0332850014187251,-4.40603335505523,-10.4433751710416,2.03830790148254,0.175807447669268,0.454027000776945
"Hat_No+Mouth_Bored.Unshaven",2,333,8921,333,8921,9254,738,7.97492976010374,31,707,0.0359844391614437,0.964015560838556,0.0420054200542005,0.9579945799458,0.05,"overlap",-0.115732773640161,-0.342927412423041,0.111461865142719,0.115915632032082,-10.9286786452861,-29.0310275651925,11.7911111811948,0.318074533842844,0.650182381396826
"Earring_No+Mouth_Bored.Unshaven",2,1025,8229,1025,8229,9254,9254,100,1025,8229,0.110762913334774,0.889237086665226,0.110762913334774,0.889237086665226,0.05,"overlap",-0.0450430393446587,-0.0847954731462857,-0.00529060554303176,0.0202818539804219,-4.40436627865886,-8.12998359583552,-0.527663493803765,0.0263608423464823,0.11309651716394
"Clothes_No+Eyes_Bored",2,303,8951,303,8951,9254,183,1.97752323319646,2,181,0.0327425977955479,0.967257402204452,0.0109289617486339,0.989071038251366,0.05,"overlap",-0.494405348520238,-0.868372710236348,-0.120437986804128,0.190799674344954,-39.006650266498,-58.0366140176864,-11.3467937672798,0.00956342682923417,0.0498798340505155
"Eyes_Bored+Hat_No",2,357,8897,357,8897,9254,674,7.2833369353793,25,649,0.0385779122541604,0.96142208774584,0.0370919881305638,0.962908011869436,0.05,"overlap",0.0036330773695801,-0.229114741138105,0.236380895877265,0.118748886993717,0.363968499474798,-20.4762718160748,26.6656682602526,0.97559283076918,0.985970300165611
"Eyes_Bored+Mouth_Bored",2,408,8846,408,8846,9254,2038,22.022909012319,94,1944,0.0440890425761833,0.955910957423817,0.0461236506378803,0.95387634936212,0.05,"overlap",-0.150126925964897,-0.227815127026602,-0.0724387249031921,0.0396368372763801,-13.9401262832549,-20.3728544699624,-6.98772617249916,0.000152133543859456,0.00168614677777564
"Earring_No+Eyes_Bored",2,1130,8124,1130,8124,9254,9254,100,1130,8124,0.12210935811541,0.87789064188459,0.12210935811541,0.87789064188459,0.05,"overlap",-0.0356828388071018,-0.0750866738277691,0.00372099621356555,0.0201039974595241,-3.50537115283754,-7.23369212659277,0.37279277146729,0.0759123161573421,0.261797009229821
"Clothes_No+Hat_No",2,319,8935,319,8935,9254,299,3.23103522800951,13,286,0.034471579857359,0.965528420142641,0.0434782608695652,0.956521739130435,0.05,"overlap",0.046530972717568,-0.644029257706095,0.73709120314123,0.352326648175338,4.7630526530452,-47.4827898488338,108.984772222159,0.894930737817184,0.974393443129994
"Clothes_No+Mouth_Bored",2,402,8852,402,8852,9254,1642,17.7436784093365,71,1571,0.0434406743030041,0.956559325696996,0.0432399512789281,0.956760048721072,0.05,"overlap",-0.0399163989653276,-0.166961383888662,0.0871285859580071,0.0648188698588442,-3.91302344988252,-15.376771109347,9.10369627319456,0.538016966161421,0.795069516660767
"Clothes_No+Earring_No",2,1237,8017,1237,8017,9254,9254,100,1237,8017,0.133671925653771,0.866328074346229,0.133671925653771,0.866328074346229,0.05,"overlap",0.0207987788504363,-0.0159259707345236,0.0575235284353962,0.0187371171351836,2.10165808355671,-1.57998230253371,5.92101919201236,0.266985714769391,0.589770637450275
"Hat_No+Mouth_Bored",2,483,8771,483,8771,9254,4814,52.0207477847417,252,4562,0.0521936459909228,0.947806354009077,0.0523473203157457,0.947652679684254,0.05,"overlap",-0.0820516705996127,-0.144341949457529,-0.019761391741696,0.0317807545193453,-7.87756427483554,-13.4408291168414,-1.95674152895285,0.00982854628899665,0.050276794478329
"Earring_No+Hat_No",2,1472,7782,1472,7782,9254,9254,100,1472,7782,0.159066349686622,0.840933650313378,0.159066349686622,0.840933650313378,0.05,"overlap",0.00814320632789698,-0.0282134099193541,0.0444998225751481,0.0185492940036995,0.817645241452158,-2.78191283801406,4.55047912119064,0.660658948015405,0.86988143164373
"Earring_No+Mouth_Bored",2,1500,7754,1500,7754,9254,9254,100,1500,7754,0.162092068294791,0.837907931705208,0.162092068294791,0.837907931705209,0.05,"overlap",-0.0645576062146223,-0.0994539534652059,-0.0296612589640387,0.0178042588013182,-6.25178920889989,-9.46683637065663,-2.92256810427025,0.000287885164895529,0.0028362019948967
"Clothes_Service+Earring_No+Hat_No",3,103,9151,103,9151,9254,9254,100,103,9151,0.011130322022909,0.988869677977091,0.011130322022909,0.988869677977091,0,"overlap",-0.0717264389995783,-0.16153503132493,0.0180821533257735,0.0458207103700774,-6.92145124044089,-14.9163274994479,1.82466253004547,0.117495802013361,0.343449267423669
"Earring_No+Eyes_Crazy+Hat_No",3,98,9156,98,9156,9254,364,3.93343419062027,2,362,0.010590015128593,0.989409984871407,0.0054945054945055,0.994505494505495,0.02,"overlap",-0.318955539457513,-0.68941447570546,0.0515033967904324,0.189009661350993,-27.3092132693987,-49.8130159963319,5.285276260625,0.0915054854154866,0.296834867323408
"Earring_No+Eyes_Sad+Mouth_Bored",3,98,9156,98,9156,9254,9254,100,98,9156,0.010590015128593,0.989409984871407,0.010590015128593,0.989409984871407,0,"overlap",-0.127342188742146,-0.23781531234907,-0.0168690651352225,0.0563638385749611,-11.9567652992382,-21.1651724159316,-1.67275791518404,0.0238654266701728,0.104068909742065
"Earring_No+Fur_Cream+Hat_No",3,102,9152,102,9152,9254,9254,100,102,9152,0.0110222606440458,0.988977739355954,0.0110222606440458,0.988977739355954,0,"overlap",-0.137255862305103,-0.231497031553865,-0.0430146930563403,0.0480822292085523,-12.8252849640372,-20.6654949498323,-4.21026844755933,0.00430901300500675,0.0260499422575408
"Earring_No+Fur_Cream+Mouth_Bored",3,99,9155,99,9155,9254,205,2.21525826669548,5,200,0.0106980765074562,0.989301923492544,0.024390243902439,0.975609756097561,0.02,"overlap",0.113473451816707,-0.215371177832573,0.442318081465988,0.167777872270041,12.0162150227547,-19.3757874573382,55.6310695299444,0.498830228552581,0.776665715003522
"Earring_No+Fur_Tan+Hat_No",3,105,9149,105,9149,9254,250,2.70153447157986,3,247,0.0113464447806354,0.988653555219365,0.012,0.988,0.02,"overlap",-0.298635464752619,-0.531034651954216,-0.0662362775510224,0.118571013878366,-25.8170216744824,-41.2003716660229,-6.40902962877635,0.0117815341125986,0.0580349643324303
"Earring_No+Fur_Tan+Mouth_Bored",3,95,9159,95,9159,9254,157,1.69656364815215,3,154,0.0102658309920035,0.989734169007996,0.0191082802547771,0.980891719745223,0.02,"overlap",-0.178498586411319,-0.410252403591238,0.0532552307686008,0.118241743459143,-16.3474760620833,-33.6517236432147,5.46988023552581,0.131143684917987,0.371108725406217
"Earring_No+Hat_No+Mouth_Grin",3,102,9152,102,9152,9254,9254,100,102,9152,0.0110222606440458,0.988977739355954,0.0110222606440458,0.988977739355954,0,"overlap",-0.00882489275520989,-0.113033146361929,0.0953833608515092,0.0531674763299587,-0.878606768211554,-10.6878944088383,10.0080502097481,0.868170394765769,0.966248221789517
"Clothes_No+Earring_No+Mouth_Bored.Cigarette",3,96,9158,96,9158,9254,9254,100,96,9158,0.0103738923708667,0.989626107629133,0.0103738923708667,0.989626107629133,0,"overlap",-0.058344142099583,-0.157809230196325,0.0411209459971591,0.0507474939269092,-5.66747463637761,-14.5987313738128,4.19781210076562,0.250269497629204,0.568988772387763
"Earring_No+Hat_No+Mouth_Bored.Cigarette",3,117,9137,117,9137,9254,405,4.37648584395937,7,398,0.0126431813269937,0.987356818673006,0.017283950617284,0.982716049382716,0.02,"overlap",-0.298801881407266,-0.410696038691962,-0.186907724122569,0.0570888557574983,-25.8293659303937,-33.6811515393726,-17.0479722434644,1.65899163961925e-07,4.0117434194429e-06
"Clothes_No+Earring_No+Eyes_Closed",3,94,9160,94,9160,9254,9254,100,94,9160,0.0101577696131403,0.98984223038686,0.0101577696131403,0.98984223038686,0,"overlap",-0.0456286795452288,-0.166813387991085,0.0755560289006278,0.061828932880539,-4.46033453453509,-15.3642462918435,7.8483652278657,0.460524994230979,0.751866515863153
"Earring_No+Eyes_Closed+Mouth_Bored",3,96,9158,96,9158,9254,9254,100,96,9158,0.0103738923708667,0.989626107629133,0.0103738923708667,0.989626107629133,0,"overlap",-0.0903541343019529,-0.22848518267188,0.047776914067974,0.0704750246785341,-8.63924118093058,-20.4261912170523,4.89366262162445,0.199816999638557,0.501427565130718
