"traits_combination","k","treated_count","control_count","treated_ok","control_ok","n_total","n_kept","kept_pct","treated_kept","control_kept","treated_prop","control_prop","treated_prop_kept","control_prop_kept","overlap_alpha","target_sample","ATE","CI_lower","CI_upper","StdErr","ATE_pct","CI_lower_pct","CI_upper_pct","p_value","q_value_bh"
"Earring_No+Eyes_Bored+Fur_Dark.Brown",3,161,9093,161,9093,9254,1961,21.1908363950724,29,1932,0.0173978819969743,0.982602118003026,0.0147883732789393,0.985211626721061,0.02,"overlap",0.0643910121231011,-0.24728819619514,0.376070220441342,0.159020004244001,6.65093353220796,-21.9084395807865,45.65494097225,0.685533395164662,0.86988143164373
"Clothes_No+Earring_No+Fur_Dark.Brown",3,165,9089,165,9089,9254,2608,28.1824076075211,65,2543,0.0178301275124271,0.982169872487573,0.0249233128834356,0.975076687116564,0.02,"overlap",-0.0124318596901123,-0.153526491223306,0.128662771843082,0.0719870569046909,-1.23549033559904,-14.2321957042689,13.7306527705414,0.862890574697202,0.964407112896873
"Earring_No+Fur_Dark.Brown+Hat_No",3,227,9027,227,9027,9254,7137,77.1234060946618,178,6959,0.0245299330019451,0.975470066998055,0.0249404511699594,0.975059548830041,0.02,"overlap",-0.0452462726295068,-0.142986847972191,0.0524943027131773,0.0498676404809613,-4.42379251922096,-13.3234531455929,5.38965577104622,0.364233730670378,0.692044088273718
"Earring_No+Fur_Dark.Brown+Mouth_Bored",3,222,9032,222,9032,9254,137,1.48044089042576,4,133,0.0239896261076291,0.976010373892371,0.0291970802919708,0.970802919708029,0.05,"overlap",-0.319320097971593,-0.494706935409531,-0.143933260533656,0.0894830803254782,-27.3357084847749,-39.0250422875761,-13.4054461126133,0.000359035051689327,0.00341083299104861
"Earring_No+Fur_Brown+Mouth_Bored.Unshaven",3,149,9105,149,9105,9254,1805,19.5050788848066,31,1774,0.016101145450616,0.983898854549384,0.0171745152354571,0.982825484764543,0.02,"overlap",-0.113691921283599,-0.386475514588965,0.159091672021768,0.13917530270682,-10.7467116084281,-32.055263828111,17.2445422196658,0.413987152634257,0.725789559073218
"Earring_No+Eyes_Bored+Fur_Brown",3,152,9102,152,9102,9254,1601,17.3006267559974,18,1583,0.0164253295872055,0.983574670412794,0.0112429731417864,0.988757026858214,0.02,"overlap",0.0576474038489949,-0.148838021238011,0.264132828936,0.105349706677044,5.93414101479239,-13.8291317899286,30.230116809132,0.584241046963029,0.817937465748241
"Clothes_No+Earring_No+Fur_Brown",3,174,9080,174,9080,9254,3218,34.7741517181759,42,3176,0.0188026799221958,0.981197320077804,0.0130515848353014,0.986948415164699,0.02,"overlap",-0.0381877466492221,-0.30892936642136,0.232553873122916,0.138133479475581,-3.74677882714374,-26.5767370327086,26.1818422626902,0.782198309058739,0.933087500375788
"Earring_No+Fur_Brown+Hat_No",3,215,9039,215,9039,9254,6199,66.9872487572941,144,6055,0.0232331964555868,0.976766803544413,0.0232295531537345,0.976770446846266,0.02,"overlap",-0.067261185855391,-0.199883322122769,0.0653609504119873,0.0676643552384583,-6.50490265260222,-18.117371358252,6.75442853995785,0.320202601364602,0.650182381396826
"Earring_No+Fur_Brown+Mouth_Bored",3,190,9064,190,9064,9254,4209,45.4830343635185,77,4132,0.0205316619840069,0.979468338015993,0.0182941316227132,0.981705868377287,0.02,"overlap",-0.226200192731367,-0.338291155286957,-0.114109230175777,0.057189266609995,-20.24415797159,-28.7012332454074,-10.7839500288277,7.64415426544041e-05,0.00107018159716166
"Earring_No+Eyes_Bored+Mouth_Bored.Unshaven",3,176,9078,176,9078,9254,3112,33.6287011022261,54,3058,0.0190188026799222,0.980981197320078,0.0173521850899743,0.982647814910026,0.02,"overlap",-0.00477048101955621,-0.1832481895905,0.173707227551388,0.0910600553933388,-0.475912034744685,-16.7438503004128,18.9707201336623,0.958219300767192,0.985970300165611
"Clothes_No+Earring_No+Mouth_Bored.Unshaven",3,193,9061,193,9061,9254,4605,49.762264966501,89,4516,0.0208558461205965,0.979144153879403,0.0193268186753529,0.980673181324647,0.02,"overlap",0.00321695377075428,-0.152072073397358,0.158505980938867,0.0792290954939349,0.322213371959856,-14.1073627231575,17.1758932422783,0.967612243489956,0.985970300165611
"Earring_No+Hat_No+Mouth_Bored.Unshaven",3,234,9020,234,9020,9254,126,1.36157337367625,5,121,0.0252863626539875,0.974713637346013,0.0396825396825397,0.96031746031746,0.05,"overlap",-0.0997101416213949,-0.434719292403227,0.235299009160437,0.17092303611318,-9.49002692422137,-35.255361530923,26.5287044593016,0.559649092005794,0.812234255943775
"Clothes_No+Earring_No+Eyes_Bored",3,223,9031,223,9031,9254,7086,76.5722930624595,175,6911,0.0240976874864923,0.975902312513508,0.0246965848151284,0.975303415184872,0.02,"overlap",-0.0302172264157954,-0.10851137238398,0.0480769195523888,0.0399459928409103,-2.97652499617672,-10.2831308187903,4.9251360165508,0.449378237334789,0.751866515863153
"Earring_No+Eyes_Bored+Hat_No",3,250,9004,250,9004,9254,8780,94.8778906418846,235,8545,0.0270153447157986,0.972984655284201,0.0267653758542141,0.973234624145786,0.02,"overlap",0.0033462452496171,-0.0838173536948076,0.0905098441940418,0.0444712239512371,0.335185017833073,-8.04007978461745,9.47322843456335,0.940019637801682,0.985970300165611
"Earring_No+Eyes_Bored+Mouth_Bored",3,290,8964,290,8964,9254,357,3.85779122541604,20,337,0.0313377998703263,0.968662200129674,0.0560224089635854,0.943977591036415,0.05,"overlap",-0.197050973538785,-0.37542732786616,-0.0186746192114099,0.0910083440445791,-17.8851224613107,-31.3004356326266,-1.85013288968919,0.0303726187853075,0.126236196826434
"Clothes_No+Earring_No+Hat_No",3,218,9036,218,9036,9254,5419,58.558461205965,133,5286,0.0235573805921764,0.976442619407824,0.0245432736667282,0.975456726333272,0.02,"overlap",0.454504861127173,0.317733427624496,0.59127629462985,0.069781343623815,57.5393151499158,37.400993931059,80.6292306033626,7.35311811439487e-11,4.88982354607259e-09
"Clothes_No+Earring_No+Mouth_Bored",3,293,8961,293,8961,9254,162,1.75059433758375,1,161,0.0316619840069159,0.968338015993084,0.00617283950617284,0.993827160493827,0.05,"overlap",-0.483070279777873,-25.1740872753817,24.207946715826,12.5974576508183,-38.3113532793854,-99.9999999988331,3261201826429.83,0.969411298039461,0.985970300165611
"Earring_No+Hat_No+Mouth_Bored",3,332,8922,332,8922,9254,528,5.70564080397666,24,504,0.0358763777825805,0.96412362221742,0.0454545454545455,0.954545454545455,0.05,"overlap",-0.170810159357898,-0.281040279191161,-0.0605800395246344,0.0562398570577873,-15.7018409551312,-24.5002075837973,-5.87815686723712,0.00238808579744387,0.0162879697979505
"Background_Gray+Earring_No+Hat_No+Mouth_Bored",4,48,9206,48,9206,9254,9254,100,48,9206,0.00518694618543333,0.994813053814567,0.00518694618543333,0.994813053814567,0,"overlap",-0.0733771184159596,-0.335135975369954,0.188381738538035,0.133550437221426,-7.07496734718854,-28.4759175395623,20.7294298155088,0.582707813439614,0.817937465748241
"Earring_No+Fur_Dark.Brown+Hat_No+Mouth_Bored",4,48,9206,48,9206,9254,9254,100,48,9206,0.00518694618543333,0.994813053814567,0.00518694618543333,0.994813053814567,0,"overlap",-0.213014649299539,-0.293337665117356,-0.132691633481723,0.0409811305192941,-19.1855701618125,-25.4229722431378,-12.4264902140675,2.0158342217691e-07,4.4684325249215e-06
"Clothes_No+Earring_No+Eyes_Bored+Mouth_Bored",4,65,9189,65,9189,9254,9254,100,65,9189,0.00702398962610763,0.992976010373892,0.00702398962610763,0.992976010373892,0,"overlap",-0.0607707661057803,-0.190893603476646,0.069352071265085,0.0663892027402374,-5.89610669278015,-17.377950953743,7.18134974622489,0.359996777120707,0.691927289898453
"Earring_No+Eyes_Bored+Hat_No+Mouth_Bored",4,61,9193,61,9193,9254,9254,100,61,9193,0.00659174411065485,0.993408255889345,0.00659174411065485,0.993408255889345,0,"overlap",-0.094730663909715,-0.248032867781609,0.058571539962179,0.0782154101387215,-9.03821055941928,-21.9665705000655,6.03208382939882,0.225837578959238,0.551126568836305
"Clothes_No+Earring_No+Hat_No+Mouth_Bored",4,52,9202,52,9202,9254,9254,100,52,9202,0.0056191917008861,0.994380808299114,0.0056191917008861,0.994380808299114,0,"overlap",0.428054583589218,0.170124290610059,0.685984876568378,0.131597088254673,53.4269824635902,18.5452182739209,98.5726568362262,0.00114287420241621,0.00894130993655035
