condition,treatment,ATE_pct__BASE_M2V11,ATE_pct__TEMPORAL_AUG_M2V11,CI95_lo_pct__BASE_M2V11,CI95_lo_pct__TEMPORAL_AUG_M2V11,CI95_hi_pct__BASE_M2V11,CI95_hi_pct__TEMPORAL_AUG_M2V11,p_value__BASE_M2V11,p_value__TEMPORAL_AUG_M2V11,kept_pct__BASE_M2V11,kept_pct__TEMPORAL_AUG_M2V11,r2_tau__BASE_M2V11,r2_tau__TEMPORAL_AUG_M2V11,calib_slope__BASE_M2V11,calib_slope__TEMPORAL_AUG_M2V11,same_sign,abs_delta_ate,pct_change_vs_base
diffp,seller_N_1_gaspaid_high,81.8617594720126,59.4377574575326,62.9014165350187,43.9530802729338,103.028925479886,76.5880831093723,1.80457576613007e-26,3.58010921140693e-19,84.0647284695557,84.0373011519474,0.819496289888974,0.799871697225251,,,TRUE,22.42400201448,-27.3925238830793
diffp,seller_N_1_total_value_high,-44.0007409733603,-39.3227741958285,-48.9167009965437,-44.292551274004,-38.6116975076235,-33.9096329936156,3.8478719245181e-35,2.12075466007535e-30,81.4591332967636,81.1300054854635,0.750134279922515,0.785295231362289,,,TRUE,4.67796677753181,10.6315636374488
diffp,seller_N_gaslimit_cost_high,41.2794240665956,36.0035431955503,28.4333216396261,24.9707744100431,55.4104138223164,48.0103156042973,1.20340607436054e-12,1.04629510036153e-12,83.3241908941306,83.4613274821722,0.64929688752037,0.773702542299144,,,TRUE,5.2758808710453,-12.7808974818393
diffp,seller_N_gaspaid_high,6.10579329406573,6.71811026335563,-4.31986679214965,-2.57884916694205,17.6674717426007,16.9022841630935,0.261376294504202,0.162059377704885,81.5414152495886,81.5414152495886,0.591300623343388,0.541958128299905,,,TRUE,0.612316969289894,10.0284588717573
diffp,seller_N_total_value_high,-13.98282953668,-12.4265326991804,-21.7252012518373,-19.6154625880475,-5.47463892790234,-4.59468422657876,0.00174830877872665,0.0023951447883815,82.5013713658804,82.5562260010971,0.723635944015874,0.708457100378796,,,TRUE,1.55629683749962,11.1300565698603
samp,buyer_N_gaslimit_cost_high,20.7424019914964,18.0570518367006,14.3238335526262,12.4738523122809,27.5213329158101,23.9174012611961,1.349131452966e-11,1.87200797392434e-11,100,100,0.800744820343791,0.760388978513998,,,TRUE,2.68535015479574,-12.9461870225861
samp,buyer_N_gaspaid_high,-9.02880371169345,-5.20329644248961,-14.2395650248529,-10.0098079697366,-3.50143913654508,-0.140061904208433,0.00166461807343349,0.0441361894819848,100,100,0.760101980428555,0.660869751551624,,,TRUE,3.82550726920383,42.3700347394785
samp,buyer_N_total_value_high,6.90704171685104,1.58483752328074,0.947587468394095,-3.47674426189692,13.2183131392506,6.91184353158609,0.0224729628130619,0.546512363230758,100,100,0.781864997688871,0.808811183508948,,,TRUE,5.3222041935703,-77.0547567504302
samp,seller_N_1_gaslimit_cost_high,2.9364078885505,2.51252637319819,-2.90087146277247,-2.77284350089834,9.1246052217204,8.08521447927721,0.331217684228635,0.358196116021736,99.9286733238231,99.6433666191156,0.724069876235949,0.71279218988582,,,TRUE,0.423881515352309,-14.4353758551422
samp,seller_N_1_gaspaid_high,32.1944172650474,24.1794534189625,23.7254133817773,16.8796832472829,41.2431244187646,31.9351338316599,1.42814252059045e-16,2.44921308230575e-12,98.8587731811698,97.3609129814551,0.809984334382441,0.818104841335446,,,TRUE,8.01496384608485,-24.8955083737033
samp,seller_N_1_total_value_high,-20.33183174759,-17.7223325314879,-25.0008183121788,-22.153208572552,-15.3721828710969,-13.0392603223958,1.62104291472538e-13,4.95823746707417e-12,98.5496909177366,98.7636709462672,0.812556172676759,0.80574217110729,,,TRUE,2.60949921610209,12.8345505141779
samp,seller_N_gaslimit_cost_high,7.80364323578009,6.2586530579418,1.50587536562763,0.657989432018691,14.4921459279659,12.1709405621853,0.0144181834775357,0.0279923119666548,98.5021398002853,98.906324298621,0.626947566689744,0.730594878265631,,,TRUE,1.54499017783829,-19.7983189538245
samp,seller_N_gaspaid_high,24.5818662289963,21.3998266821116,16.5989696464043,14.4421165204173,33.1113082745681,28.7805430950535,7.75696005846102e-11,1.19592229549284e-10,100,100,0.815509650610354,0.819749598740322,,,TRUE,3.1820395468847,-12.9446622044149
samp,seller_N_total_value_high,-14.2699105406067,-12.0878213351686,-19.253169481022,-16.7655019403125,-8.9791117313493,-7.14726059794243,4.67452748182609e-07,3.86958612129476e-06,100,100,0.713777653516748,0.761826168675186,,,TRUE,2.18208920543811,15.2915408910849
